NPSN,Nama,Jenjang,Kecamatan,Kabupaten,Provinsi,URL,Pimpinan Yayasan,Operator Yayasan,Telepon Yayasan,Fax Yayasan,Email Yayasan,Kode Pos Yayasan,No Pendirian Yayasan,Tanggal Pendirian Yayasan,No Pengesahan PN LN Yayasan,No Pengesahan Menkumham Yayasan,Tanggal Pengesahan Menkumham Yayasan,Nama Yayasan,Kode Yayasan
69981493,KB MUMTAZ KIDS,KB,Kec. Dukupuntang,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E17AE40D-0DF8-428B-925A-431B3C999089,Arif Budiwinata A.md,,-,45652,mumtazkids69@gmai.com,45652,AHU-0003628.AH.01.04,15 Mar 2018,,,2018-10-30,Nurul Jamil Al-Mumtaz,AI1575
69918874,TK AL FAJAR,TK,Kec. Mundu,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8B78393F-A41C-408D-8944-D5AC345ADC66,Jaja Sutisna,Ghina Fauziah,-,45173,,45173,Nomor :29,18 Mar 2016,,,2015-12-07,AS SAENAH PAMENGKANG,AA3590
69804049,KB BUDI LESTARI,KB,Kec. Waled,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/04DE7C78-E933-41F7-98C9-3797027427D4,AIP MAULUDIN,,-,45187,paudbudilestari08@gmail.com,45187,18,12 Apr 2016,,AHU-0020642.AH.01.04,2016-04-15,YAYASAN BUDI LESTARI,AA3548
20254325,TK TUNAS HARAPAN,TK,Kec. Waled,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2D1D9CDA-F65D-4486-83E8-6FDB8B594709,Saonah,,-,45187,,45187,421.1/3757.1/Disdik/2010,07 Sep 2016,,,2016-09-07,Pendidikan Tunas Harapan Cikulak,AA3549
20252330,SMP S TUNGTURUNAN,SMP,Kec. Sukaluyu,Kab. Cianjur,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F0E7B914-2CF5-E011-9C0E-7D77065D0472,"H. MOHAMAD NASIR, SP",DANI PRIANTO,Belum Tersedia,43284,,43284,5,20 Mar 2014,,,,YPI AL-IBROHIMIYAH SALAJAMBE,AA1941
20267922,SMKS AL IBROHIMIYAH,SMK,Kec. Sukaluyu,Kab. Cianjur,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D7C334C5-EFED-4EF9-BC7D-7D9BB2C50AF0,"H. MOHAMAD NASIR, SP",DANI PRIANTO,Belum Tersedia,43284,,43284,5,20 Mar 2014,,,,YPI AL-IBROHIMIYAH SALAJAMBE,AA1941
69964268,KB PAUD HARAPAN BANGSA,KB,Kec. Mundu,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A8B3BC7B-C2EF-4FF7-8634-58AC472E4390,DUDI SUHAEDI,,-,45173,SantySyah21@gmail.com,45173,88,07 Apr 2016,506 HT.03.02 -TH 2011,32-XI-2000,2000-10-13,HARAPAN BANGSA,AA3591
69870517,KB AL KAROMAH,KB,Kec. Mundu,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/50AF64C9-9C42-4CBA-88B8-C29CAF33E35E,MAR'ATUN SHOLICHAH,,Belum Tersedia,45173,,45173,412.2/0321.DISDIK,02 Jul 2007,412.2/0321/DISDIK,412.2/0321/DISDIK,2017-03-21,al-karomah,AA3592
69906533,KB AL - HIDAYAH,KB,Kec. Sukaluyu,Kab. Cianjur,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CC7B74C4-B859-43A7-BA8F-50007D2CD183,ASEP YADI PERMANA,,-,43284,paudalhidayah197@gmail.com,43284,AHU-0043410.AH.01.04,10 Nov 2016,AHU-0047022.AH.01.12,-,2016-11-30,AL HIDAYAH QINTARI MULIA,AA1942
20254326,TK MIFTAHUL KHAER,TK,Kec. Waled,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AD174609-925F-4FE9-8F0A-A7472E0307C4,PAILIN AKIEL,,-,45187,0,45187,0,21 Mar 2017,0,0,2017-03-21,MIFTAHUL KHAER,AA3550
69975903,PAUD SPS DEWI ARIMBI,SPS,Kec. Dukupuntang,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3E2B4BFA-4CE0-4115-8D0D-86B26F1069CD,Robby Isnaeni,,Belum Tersedia,45652,,45652,AHU-0004557.AH.01.12.Tahun 2018,13 Mar 2018,,AHU-0004557.AH.01.12.Tahun 2018,2018-03-13,Yayasan Nabila Dewi Arimbi,AI1576
69900358,TK PGRI 5 NURUL IKHSAN SUKANAGARA,TK,Kec. Sukanagara,Kab. Cianjur,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3E419CCD-B715-4471-A6F2-D0DE0B1A5CB5,"Dra Hj Heni Sumarni,M.MPd",,-,43212,yplppauddikmaspgri.cianjur@yahoo.co.id,43212,AHU-00026972.AH,27 Nov 2015,,,2016-08-28,YPLPPAUD  DAN  DIKMAS,AA1943
20214973,SMAS YAPISA DUKUPUNTANG,SMA,Kec. Dukupuntang,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/05456A5E-0A35-4D0C-9C46-4C62CFDAF80A,"Jaenuri, S.Ag","YERA SEKAR AS'ANDIRA, S.Pd",0231 8344408,45652,yapisa_dkp@yahoo.co.id,45652,166,22 Aug 1983,,,2015-01-14,YPI Al-Hidayah Dukupuntang,AI1577
69934874,KB SABRINA,KB,Kec. Waled,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0CD98EB2-1F8A-425F-8704-90DDF1B8BCF8,Eulis Zubaidah,Thomas Santosa,Belum Tersedia,45187,paudsabrinacrb@gmail.com,45187,2,02 Feb 2016,,,2016-04-20,Yayasan Sabrina Beauty,AA3552
69982653,KB AL-AMIN,KB,Kec. Mundu,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D27B539A-AC0A-4C26-B59F-91B5DD3607EA,"Novi Rosmala, S.Pd",,-,45173,ybnpcirebon@gmail.com,45173,74,06 Oct 2015,-0016493.AH.01.12,-0016493.AH.01.12,2015-10-15,YAYASAN BIMA NUSANTARA PAMENGKANG,AA3593
69804035,PAUD ANNUR HARAPAN BANGSA,SPS,Kec. Dukupuntang,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/122F92AB-CA64-4D7B-9C4D-B8CE3A3A155E,HJ. ENOK MASNIAH,,-,-    ,-,-    ,-,,-,-,,ANNUR HARAPAN BANGSA,AI1578
69870516,KOBER RAGA SAKTI,KB,Kec. Mundu,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0ABFB910-D8AF-4CA7-9AD1-1F78992D8B88,NO TITLE,,Belum Tersedia,45173,,45173,123456,30 Nov 2018,,,2018-11-30,PKBM,AA3594
69823717,PAUD BINA PERTIWI,SPS,Kec. Sukaluyu,Kab. Cianjur,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/ACF3A341-9008-49D2-9608-23A1C4078D77,ROSILAH. HJ.,,-,43284,-,43284,01/KEP/PKK KEC.SKLY/X/2011,10 Oct 2011,-,-,2016-09-26,PKK DESA SUKALUYU,AA1944
69804113,KB MELATI,KB,Kec. Babakan,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/ED911742-DC94-4E21-958A-1F291AED6B85,Dedy Djauhari,DITA SANTIKA,-,45187,yayasancpwaled@gmail.com,45187,23,14 Apr 2016,-,AHU-0020631.AH.01.04,2016-04-15,Yayasan Citra Pelangi,AA3553
69870423,CITRA PELANGI,KB,Kec. Waled,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/799C28C4-F61A-46EC-90AA-B3C799129233,Dedy Djauhari,DITA SANTIKA,-,45187,yayasancpwaled@gmail.com,45187,23,14 Apr 2016,-,AHU-0020631.AH.01.04,2016-04-15,Yayasan Citra Pelangi,AA3553
69965943,KB PAUD ANANDA,KB,Kec. Waled,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4FBD9A83-A508-4E2F-8D3B-30A06BED9754,Dedy Djauhari,DITA SANTIKA,-,45187,yayasancpwaled@gmail.com,45187,23,14 Apr 2016,-,AHU-0020631.AH.01.04,2016-04-15,Yayasan Citra Pelangi,AA3553
P2964354,PKBM CITRA PELANGI,PKBM,Kec. Waled,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CD26F6FF-E90A-4302-A95F-6D9154C6DCBE,Dedy Djauhari,DITA SANTIKA,-,45187,yayasancpwaled@gmail.com,45187,23,14 Apr 2016,-,AHU-0020631.AH.01.04,2016-04-15,Yayasan Citra Pelangi,AA3553
69804034,PAUD HIDAYATULLAH,SPS,Kec. Dukupuntang,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/42EA0887-E4B3-4C37-A1A1-51C54BC7D531,"NURUL FAJAR, S.Pd.I",AGUS FIRMAN,-,45652,-,45652,,25 Sep 2016,,,2016-09-25,HIDAYATULLAH DUKUPUNTANG,AI1579
69969592,SPS AR-ROHMAN,SPS,Kec. Sukaluyu,Kab. Cianjur,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/365163F1-BBBD-409E-949E-3A4CCD383F1C,AJAT SUDRAJAT,,-,43284,nurulhuda.arrohman@gmail.com,43284,AHU-0015367.AH.01.12,03 Oct 2015,-,-,2017-12-01,NURUL HUDA SUKALUYU,AA1945
No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,,sofwan,,0232342325,45652,skb_kab_Cirebon@yahoo.co.id,45652,16/XI,10 Jan 2002,19/XII,XI/SK,2012-01-10,UPT SKB KAB. CIREBON,AI1580
69900074,SMP IT DAARUS SHOOLIHIIN,SMP,Kec. Sukaluyu,Kab. Cianjur,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2CE5919A-18C8-4122-90C4-8B511A03F638,H SESEP SOLEHUDIN,KARMAN,-,43284,smpitdaarusshoolihiin@gmail,43284,58,13 Aug 2014,,,,DAARUS SHOOLIHIIN AL HADDAAD,AA1946
20214816,SMKS YAMI WALED,SMK,Kec. Waled,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7DE5E36F-4C38-4AF4-AA91-9C02E74C8A6D,Ir. H. Junaedi,Muhammad Khairul Umam,-,45187,smkyamibisa87@gmail.com,45187,40,30 Apr 2010,AHU.2075.AH.01.04,AHU.2075.AH.01.04,2010-05-31,YAYASAN MU'AWANAH ISLAMIYAH WALED,AO6035
20254393,TK PUTERA BERINGIN,TK,Kec. Mundu,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7A1632B9-D5B1-42FF-88C6-B0F3DAE66EA8,ZAENAL ASIKIN,Rifa Yuliani Alawiyah,-,45173,yayasanbhaktiberinginpamengkang@gmail.com,45173,22,02 Jan 2015,AHU-0015226.AH.01.04.Tahun 201,,2016-03-17,Bhaktii Beringin Pamengkang,AA3595
69914634,PAUD AZ-ZAHRA,KB,Kec. Sukaluyu,Kab. Cianjur,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/940C1D7A-4354-4B0E-A251-67CC907F1E5A,didan supandi,,-,43284,,43284,47.-,26 Oct 2015,AHU.0019246.AH.01.12,,2016-08-28,PEMUDA KREATIF CIANJUR,AA1947
No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,,ANDREA I NUGRAHA,MAMAT SURAHMAT,-,45187,yismuya1012@gmail.com,45187,04,03 Oct 2012,AHU-50. H.01.04 Tahun 2013,AHU-50. H.01.04 Tahun 2013,2013-01-04,YAYASAN IKUT SERTA MEMAJUKAN UMAT YONO ABUBAKAR ,AX1631
20254392,TK ISLAM BINTANG,TK,Kec. Mundu,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/90AC3439-FFFF-42DA-B40C-345EE995ED4D,"Raharjo, S.Pd",,Belum Tersedia,45173,,45173,Y.A. 7/18//8,15 Jun 1982,,,2016-02-22,Yayasan Al-Ukhuwah Pamengkang,AA3596
60725292,SMKS GEMA PELITA,SMK,Kec. Sukaluyu,Kab. Cianjur,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E78DC5CC-BC73-41ED-A58B-18C44D29597B,"Ikin Sodikin, M.M.Pd",IWAN RIDWAN,(0263) 5028233,43281,smpgemapelita@gmail.com,43281,,,,,,Yayasan Gema Insani,AA1948
69959233,SMP GEMA PELITA,SMP,Kec. Sukaluyu,Kab. Cianjur,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A77E90F2-B9CC-47EA-AAAF-8999BD39A55E,"Ikin Sodikin, M.M.Pd",IWAN RIDWAN,(0263) 5028233,43281,smpgemapelita@gmail.com,43281,,,,,,Yayasan Gema Insani,AA1948
69978196,SMK GEMA INSANI,SMK,Kec. Cugenang,Kab. Cianjur,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2786FCD3-AAB8-4C47-B678-E6B5F92A41DB,"Ikin Sodikin, M.M.Pd",IWAN RIDWAN,(0263) 5028233,43281,smpgemapelita@gmail.com,43281,,,,,,Yayasan Gema Insani,AA1948
69982580,SMP GEMA INSANI,SMP,Kec. Cugenang,Kab. Cianjur,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2B65D51A-6B22-463D-95E3-3ECEC8F2B15F,"Ikin Sodikin, M.M.Pd",IWAN RIDWAN,(0263) 5028233,43281,smpgemapelita@gmail.com,43281,,,,,,Yayasan Gema Insani,AA1948
69870566,KB AL MAGHFIRAH,KB,Kec. Dukupuntang,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BE189B0E-7C2C-4EF6-BF4A-060BA7A63AC5,"SARTIM, S.Pd.I",RUSTI,-,45652,,45652,AHU-6538.01.04 TAHUN 2012,15 Oct 2012,,,,AL MAGHFIRAH,AI1581
69896673,TK IT DHIYA EL HAQ Dukupuntang,TK,Kec. Dukupuntang,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D5BE2805-8D6B-4D7C-AEEB-83C349C26A10,"SARTIM, S.Pd.I",RUSTI,-,45652,,45652,AHU-6538.01.04 TAHUN 2012,15 Oct 2012,,,,AL MAGHFIRAH,AI1581
20254394,TK ISLAM MIFTAHUL NIDA,TK,Kec. Mundu,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4678D4A5-0032-4228-A83E-5E63D5662A93,Djani,,Belum Tersedia,45173,lilis.sukaegsi75@gmail.com,45173,35,22 Mar 2016,AHU-0016508.AH.01.04.2016,,2015-12-07,Pendidikan Islam Siti Khodijah,AA3597
69915999,PAUD ANNISA,KB,Kec. Sukaluyu,Kab. Cianjur,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E4711568-0DDE-4890-8B88-5F2BF0685A94,Dra.Endang Sulfiana,,Belum Tersedia,43284,,43284,AHU-0017300.AH.01.012,16 Oct 2015,-,-,2015-10-16,PPSW PASOENDAN,AA1949
No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,,"Antonikuin,S.Pd",,-,45187,antonikuin35@gmail.com,45187,16,22 Feb 2016,AHU-0010564.01.04. Tahun 2016,AHU-0010564.01.04. Tahun 2016,2016-02-24,YAYASAN AL-HIDAYAH CIKULAK KIDUL,AX4342
No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,,Sofyan,,(0231)342325,,skb_kab_cirebon@yahoo.co.id,,,01 Jun 1998,,,2016-07-04,UPT SKB KAB CIREBON,AI1582
20244685,SMKS DELTA MUNDU CIREBON,SMK,Kec. Mundu,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/72547801-DFBF-49DE-8229-04C194D9136C,"Drs. H. Nunung Sanuhri, M.Pd",Prabhangkara Adhi Prayoga,0231-510031,45173,smk_delta@yahoo.co.id,45173,04,09 May 2016,AHU-AH.01.06-0002227,,,YAYASAN PENDIDIKAN DELTA MUNDU CIREBON,AA3598
69899948,SMP PANDU NUSANTARA,SMP,Kec. Sukaluyu,Kab. Cianjur,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/02133A75-94C9-4698-9A9C-C05C1731B703,"Drs.Babas Sugilar,MM.Pd",PANDU PANGESTU,Belum Tersedia,43284,,43284,,04 May 2015,,,2015-12-29,Pandu Atikan Nusantara,AA1950
20214758,SMP NU WALED,SMP,Kec. Waled,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/10C2A014-2CF5-E011-BE47-F5E9EB38874D,"H. HERY MUHYADI, S. E",MOH. HUMAEDILAH,-,45187,ymaarif.nahdlatuulamawaled@gmail.com,45187,22,29 Aug 2016,AHU-0035044.AH.01.04.Tahun 2016,AHU-0035044.AH.01.04.Tahun 2016,2016-08-29,YAYASAN MA’ARIF NAHDLATUL U’LAMA   KORTAN WALED,AX5445
20255059,SMP PESANTREN AL HIKMAH DUKUPUNTANG,SMP,Kec. Dukupuntang,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/600589FC-0050-E211-B26D-EBFEA3840B4D,"KH. MUSLICH MARZUKI M, Lc M.Ag, Al-Hafidz",Ugi Sugiana,02318344707,45652,,45652,421.3/1743.1/DISDIK/2011,01 Jan 1910,,,,AL-HIKMAH CIREBON,AI1583
69896650,TK IT Al-Hikmah,TK,Kec. Dukupuntang,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5F53CD1F-678F-4BD2-809B-1B44315AD4ED,"KH. MUSLICH MARZUKI M, Lc M.Ag, Al-Hafidz",Ugi Sugiana,02318344707,45652,,45652,421.3/1743.1/DISDIK/2011,01 Jan 1910,,,,AL-HIKMAH CIREBON,AI1583
69900232,SMP Pesantren Al Hikmah 2,SMP,Kec. Dukupuntang,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0613C2E0-536C-4662-98F5-114795437C34,"KH. MUSLICH MARZUKI M, Lc M.Ag, Al-Hafidz",Ugi Sugiana,02318344707,45652,,45652,421.3/1743.1/DISDIK/2011,01 Jan 1910,,,,AL-HIKMAH CIREBON,AI1583
69955701,Al Hikmah,MA,Kec. Dukupuntang,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D168BDF0-84B7-461C-8AB1-FD5CB8AA07E0,"KH. MUSLICH MARZUKI M, Lc M.Ag, Al-Hafidz",Ugi Sugiana,02318344707,45652,,45652,421.3/1743.1/DISDIK/2011,01 Jan 1910,,,,AL-HIKMAH CIREBON,AI1583
69983478,MAS AL-HIKMAH 2,MA,Kec. Dukupuntang,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/379F9AFC-80AB-4A93-AC92-B539DE06CEB0,"KH. MUSLICH MARZUKI M, Lc M.Ag, Al-Hafidz",Ugi Sugiana,02318344707,45652,,45652,421.3/1743.1/DISDIK/2011,01 Jan 1910,,,,AL-HIKMAH CIREBON,AI1583
20254390,TK HANDAYANI,TK,Kec. Mundu,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FE470842-F0BE-4A03-8D46-F14A8C63733B,Hj. Nuriyah,,Belum Tersedia,45173,,45173,421.1/1412.1/Disdik/2007,22 May 2007,,,,HANDAYANI,AA3599
20203728,SMKS NURUL ISLAM,SMK,Kec. Sukaluyu,Kab. Cianjur,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8F7C90FD-3517-46F7-98A7-56DF1B5BF2C3,"Aceng Hasan Abdullah, BA","UTEP SUTIANA, S.T.",0263322734,43284,-,43284,04,09 May 1995,,,,Yayasan Nurul Islam Affandiyah,AA1951
60708688,MIS NU ASH -SHOBIRIN GOMBANG,MI,Kec. Plumbon,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E0CDD0CB-E675-4D50-B8C4-18B81F88D562,Muhammad Ali Ramdhani,FAUZAN,Belum Tersedia,-    ,,-    ,No IX. Tahun 1930,06 Sep 1930,,,,BPPPMNU Cabang Kab. Cirebon,AX6788
No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,,"Nuni Rukmini,S.Ag",,-,45173,almadinahpaud@yahoo.co.id,45173,71,27 Aug 2016,,,2017-03-09,ABDU SYUKUR HUSAIN,AA3600
