NPSN,Nama,Jenjang,Kecamatan,Kabupaten,Provinsi,URL,Pimpinan Yayasan,Operator Yayasan,Telepon Yayasan,Fax Yayasan,Email Yayasan,Kode Pos Yayasan,No Pendirian Yayasan,Tanggal Pendirian Yayasan,No Pengesahan PN LN Yayasan,No Pengesahan Menkumham Yayasan,Tanggal Pengesahan Menkumham Yayasan,Nama Yayasan,Kode Yayasan
70013868,TK ISLAM AL KARIMAH,TK,Kec. Serang Baru,Kab. Bekasi,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F1565215-9CFB-460C-8B4F-CD5FA2914292,"Karimah, S.Pd",Eka Yulianty,-,17330,yaydar21@gmail.com,17330,96,20 Feb 2019,AHU-0003278.AH.01.04,AHU-0003278.AH.01.04,2019-02-27,YAYASAN DARUL AL KARIMAH,AX4365
20237954,SMP MEKARSARI 01,SMP,Kec. Tambun Selatan,Kab. Bekasi,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/904BAB14-2CF5-E011-9775-CB1F5815DBD3,"Nanang Kosim, S,Ag",Fafna Riyanto,02199630760,17512,smk.mekarsari@yahoo.co.id,17512,02,14 Mar 2001,,,,Yayasan Pendidikan Mekarsari,AD6308
69788689,SMKS MEKARSARI,SMK,Kec. Tambun Selatan,Kab. Bekasi,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0BFEE5BB-6CCE-4396-82FA-6FB0F4DC21B7,"Nanang Kosim, S,Ag",Fafna Riyanto,02199630760,17512,smk.mekarsari@yahoo.co.id,17512,02,14 Mar 2001,,,,Yayasan Pendidikan Mekarsari,AD6308
P9998500,PKBM (TERPADU) MAWADDA ISLAMIA BEKASI,PKBM,Kec. Taruma Jaya,Kab. Bekasi,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0332F40B-7B96-4BD9-8CCC-9A169DDF0C5C,WIRYADI,Mochammad Fajril Awab,-,17215,mawaddaislamia1@gmail.com,17215,02,02 Dec 2021,AHU-0028749.AH.01.04,AHU-0028749.AH.01.04,2021-12-06,YAYASAN MAWADDA ISLAMIA BEKASI,AX5723
69769377,SMKS KHARISMA NUSANTARA,SMK,Kec. Sukamakmur,Kab. Bogor,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1CE09A0E-1D8C-4BEB-A08A-F60F0BDCE6F0,Oman Saidiman,DADEN ABDULAH ALBAHIRYE,Belum Tersedia,,,,,24 Nov 2014,,,2014-11-24,Kharisma Nusantara,AD2612
No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,,SITI WASIAH,ADIKA RIZQIANSYAH,-,17334,tkdahlia2223@gmail.com,17334,236,30 Jun 2020,AHU-0010488.AH.01.04,AHU-0010488.AH.01.04,2020-07-03,YAYASAN DAHLIA ALIKA AMMAR,AX4368
70035684,TK AL-MASULIYAH,TK,Kec. Taruma Jaya,Kab. Bekasi,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/17562161-D7DB-43F3-A570-5B7F8353F4F6,"FITRIA, S.Pd",SUHADA,-,17218,binaprestasialmasuliyah@gmail.com,17218,3,07 Sep 2022,AHU-0018923.AH.01.04,AHU-0018923.AH.01.04,2022-09-12,YAYASAN BINA PRESTASI ALMASULIYAH,AX7079
69869104,PAUD KUNTUM MEKAR,KB,Kec. Cariu,Kab. Bogor,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6093BAC1-D384-4DED-9B24-485346AC545F,DEDEH KURNAESIH,,Belum Tersedia,16840,,16840,AHU-0017461.AH.01.04.Tahun 2016,28 Mar 2016,,AHU-0018051.AH.01.12.Tahun 2016,2016-03-28,NURUL ILMI  MEKARWANGI,AD2613
69945143,KB SAUNG CERIA,KB,Kec. Setu,Kab. Bekasi,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/85BE3A3E-24C2-4B5B-BA2B-8B3A4607287E,Ahmad Sanusi,,-,17320,yjbwk_cbbekasi@gmail.com,17320,AHU-8309.AH.01.04.Tahun 2013,13 Nov 2011,,,2016-10-27,Yayasan Baitul Jabbar Wijaya Kusumah Cab. Bekasi,AD6309
69869944,PAUD AZ - ZAHRO,SPS,Kec. Cariu,Kab. Bogor,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/95D3B15F-F7C6-4BCA-A2C7-BB21F2FF3168,deden abdul basit,,Belum Tersedia,16840,,16840,,12 Apr 2010,AHU.1324.AH.10.04.TH.2010,,,Al anwariyah assalafiyah,AD2614
69869076,PAUD MERPATI CERIA,KB,Kec. Babakan Madang,Kab. Bogor,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0BF9B25A-5DD6-46D5-94A8-204B5613BC5C,ROJUDIN,,-,16811,rina04587@gmail.com,16811,AHU-0037759.AH.01.04 TH 2016,09 Dec 2016,0,0,2016-12-09,YAYASAN IBNURROHMAN AL BASIT,AA1259
70013659,TKIT HARUM ISLAMIC SCHOOL,TK,Kec. Serang Baru,Kab. Bekasi,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FB92CCDF-4A85-4B31-B45F-655672DBBEAA,"RUSDIANTO, S.Kom, M.PdI",Retno Wulandari,-,17330,rusdy.smart@gmail.com,17330,6,18 Jan 2012,AHU-1289.AH.01.04,AHU-1289.AH.01.04,2012-03-19,YAYASAN IBNU RUSDY CIKARANG,AX4369
69935584,TK ISLAM NURUSY SYFA,TK,Kec. Tambun Selatan,Kab. Bekasi,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6B01AAEA-CB3F-4C12-94B6-1A6569B84435,Sertu To'at Sudarmaji,,-,17510,tknurusysyifa@yahoo.co.id,17510,422/162/SK/PAUD/Disdik/2015,28 Feb 2015,,,2015-02-28,YAYASAN AMLUL UTIMA,AD6310
20268480,TK PERTIWI,TK,Kec. Cariu,Kab. Bogor,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B0DCF5AE-1B1D-4CB7-994A-E6218C30110A,Nyonya Ddin,,025/I/DW Kec?E.92,16840,,16840,025/102/Kep/E92,22 Apr 1992,,025/10q2/kep/E92,1992-04-22,Dharma Wanita,AD2615
69970801,SPS RAUDHOTUL JANNAH,SPS,Kec. Babakan Madang,Kab. Bogor,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8B240321-4AF7-4024-B567-C783A4E3EFDB,"BAENURI, S.Pd",BAENURI,-,16811,lokamayazanna@gmail.com,16811,15,09 Dec 2016,15,15,2016-12-09,RESTU IBU,AA1260
K5651151,LKP ULUMUL QURAN,Kursus,Kec. Tambun Selatan,Kab. Bekasi,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3E04728C-E32F-4354-A332-975C24B35F12,Ahmad Watsiq Billah,Ahmad Wafiq Amrillah,Belum Tersedia,17514,,17514,,,,,,YAYASAN ULUMUL QURAN INSANI,AD6311
No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,,ABDULCAHYONO,,-,17736,yayasanarsyifapasirpoqor@gmail.com,17736,9,08 Nov 2021,AHU-0026989.AH.01.04,AHU-0026989.AH.01.04,2021-11-15,YAYASAN AR SYIFA PASIR POGOR,AX4448
69953897,SMK DARMAWAN,SMK,Kec. Babakan Madang,Kab. Bogor,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8390F325-368D-47B9-9A5C-4441CB3981B0,"Rany Soemarli Marwoto, SE",Dani Darmawan,021 8795 1526,16810,,16810,02,28 Nov 2008,08/not.mpr/dokfsk/V/09,AHU-1867.AH.0104 Tahun 2009,2009-05-29,Yayasan Darmawan,AA1261
69869938,POS PAUD DAHLIA,SPS,Kec. Cariu,Kab. Bogor,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BE21BCE3-6C3D-4455-9DE6-BA90E52398C5,Eti Setiawati,Apun apika,-,16840,paud12dahlia@gmail.com,16840,AHU-0017526.AH.01.04.TAHUN2016,28 Mar 2016,AHU-0018122.AH.01.12.TAHUN2016,,2016-08-31,MIFTAHUL KHOER,AD2616
69826331,KB MUTIARA SERAT BANGSA,KB,Kec. Tambun Selatan,Kab. Bekasi,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2977D315-CFF8-4CE6-BC48-0926DBDA2C63,"Dr. Arief Syaefudin, M.Pd",Suhartinah,0218830674,17510,seratbangsa1@gmail.com,17510,32,31 Aug 2007,,C-3622.HT.01.02.TH 2007,2007-11-12,YAYASAN PEMBERDAYAAN MASYARAKAT SERAT BANGSA,AD6314
P2961432,PKBM SERAT BANGSA,PKBM,Kec. Tambun Selatan,Kab. Bekasi,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0BF9386A-7129-450E-8F35-87422161A640,"Dr. Arief Syaefudin, M.Pd",Suhartinah,0218830674,17510,seratbangsa1@gmail.com,17510,32,31 Aug 2007,,C-3622.HT.01.02.TH 2007,2007-11-12,YAYASAN PEMBERDAYAAN MASYARAKAT SERAT BANGSA,AD6314
69734116,TKS AMALIA,TK,Kec. Babakan Madang,Kab. Bogor,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0ADA9464-0F28-4263-9769-FD4C47521097,"UMAR SANUSI, S.Pd",,-,16811,radenkusmayati230@gmail.com,16811,15,09 Dec 2004,,15,2004-12-09,YAYASAN PUSPITA AMALIA,AA1262
69960527,KB LAUNA MELATI,KB,Kec. Citeureup,Kab. Bogor,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/964A8AB9-327A-4FA4-BBB4-85AFAF4308DB,"UMAR SANUSI, S.Pd",,-,16811,radenkusmayati230@gmail.com,16811,15,09 Dec 2004,,15,2004-12-09,YAYASAN PUSPITA AMALIA,AA1262
69869942,PAUD DELIMA I,SPS,Kec. Cariu,Kab. Bogor,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DC85F565-A28C-4153-A927-B31A89BC7811,Kacah,,Belum Tersedia,16840,,16840,,24 Aug 2016,,,2016-08-24,delima 1,AD2617
P2961430,PKBM SANGGAR PURI,PKBM,Kec. Tambun Selatan,Kab. Bekasi,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/ED2F5B2C-F9D7-4AAD-B153-2D281A844764,Bambang Prijombodho,Andika Prasetyo,-,17510,iinmuindrasari@yahoo.com,17510,5,23 Aug 2007,-,45 - XI - 1999,1999-10-14,AS-SHABRINA TRIDAYA,AD6315
No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,,MUSIRAN H. S.,ASRIYANI PUSPITA SARI,-,17330,ypiazahraarrahmaanksb@gmail.com,17330,01,01 Dec 2007,AHU-295.AH.01.02,AHU-295.AH.01.02,2008-02-04,YAYASAN PENDIDIKAN ISLAM AZHAR AR RAHMAAN,AX4520
No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,,MARCELLE MULIAWAN SALIM,,02187960676,,,,27,08 Feb 2005,,,,Pelita Emas Indonesia,AA1263
70009910,KB TUNAS BANGSA,KB,Kec. Cariu,Kab. Bogor,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A36566B4-28BC-4B87-B591-B5CF0355916E,NURYANAH,"NURYANAH,S.Pd.I",-,16840,nuryanah1986@yahoo.co.id,16840,AHU-0018119.AH.01.12..TAHUN 2016,28 Mar 2016,AHU.0017523.AH.01.04.Tahun2016,AHU-0018119.AHA.01.12. Tahun 2016,2016-03-28,PAJAR PURNAMA BANGSA,AD2618
No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,,Susilawati,,-,17330,susilowati0307@gmail.com,17330,10,08 Jan 2016,AHU-0001165.AH.01.04,AHU-0001165.AH.01.04,2016-01-11,Yayasan Arivananda Pertiwi,AX7966
69825624,TK ISLAM AS-SA`ADAH,TK,Kec. Tambun Selatan,Kab. Bekasi,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AAF0A643-E901-42F8-9146-E8B378C24B7D,H. DAYAT SUPRIYADI,ELA NURLAELA,-,17510,tk.islam.assaadah.tambun@gmail.com,17510,AHU-00285.AH.02.01,13 Feb 2014,20,,2016-12-19,YAYASAN PENDIDIKAN ISLAM AS-SA'ADAH TAMBUN,AN8829
69825639,TK ISLAM NURUSSA`ADAH,TK,Kec. Tambun Selatan,Kab. Bekasi,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B1C239AC-BD62-40B5-BB6F-24F7854A047B,H. DAYAT SUPRIYADI,ELA NURLAELA,-,17510,tk.islam.assaadah.tambun@gmail.com,17510,AHU-00285.AH.02.01,13 Feb 2014,20,,2016-12-19,YAYASAN PENDIDIKAN ISLAM AS-SA'ADAH TAMBUN,AN8829
20270817,SMPS TARUNA EKA BANGSA,SMP,Kec. Cariu,Kab. Bogor,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F0FFA953-95FD-E111-B293-BB0094E909B0,ABDUL MUKTI,,Belum Tersedia,16840,,16840,03,17 Aug 2009,,,,YAYASAN AL-KAMALIATULHIKMAH,AD2619
No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,,Susilo Hostiadi,,Belum Tersedia,16810,rec_school@yahoo.com,16810,072/REC/NL/VII/2008,25 Jul 2008,,421.1/372-Disdik/2008,2008-07-31,Rhema En Cara,AA1264
No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,,WAHYUNI SETIATI,,-,17330,arrahmannurwahyu@gmail.com,17330,01,05 Apr 2017,AHU-0006497.AH.01.04,AHU-0006497.AH.01.04,2017-04-07,Yayasan Arrahman Nur Wahyu,AX8161
60724842,TKIT PERMATA ILHAM,TK,Kec. Tambun Selatan,Kab. Bekasi,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7D2E3F03-EEF8-4B9E-B382-5058158DD655,Paryono ST,,-,17510,,17510,6,10 Mar 2005,,,2015-10-11,Al Ilham Iqtharoza,AN8830
20268390,TKS ISLAM DARUL HIKMAH,TK,Kec. Babakan Madang,Kab. Bogor,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2332019C-49A9-4718-AB72-66B788BF041D,Hj. Paridah,TASYA SALIMA NABILA YUSUP,021 8050237,16811,yayasandarulhikmah93@gmail.com,16811,003/SEKEP/YDH/VII/2012,01 Jul 2012,123.456.789,421.2/22/YPI-DH/VII/2020,2020-07-01,Yayasan Darul Hikmah,AA1265
69876166,SD IT DARUL HIKMAH,SD,Kec. Babakan Madang,Kab. Bogor,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/023C7E70-D623-48FC-9A93-6D2954C2DF99,Hj. Paridah,TASYA SALIMA NABILA YUSUP,021 8050237,16811,yayasandarulhikmah93@gmail.com,16811,003/SEKEP/YDH/VII/2012,01 Jul 2012,123.456.789,421.2/22/YPI-DH/VII/2020,2020-07-01,Yayasan Darul Hikmah,AA1265
No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,,AHMAD,Ahmad Mujani,-,17330,yayasanalhafiz20@gmail.com,17330,63,31 Aug 2020,AHU-0014834.AH.01.04,AHU-0014834.AH.01.04,2020-09-02,YAYASAN AL HAFIZ SERANG BARU,AX9033
69869109,KB AN-NUR,KB,Kec. Cariu,Kab. Bogor,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6F8D1CA0-2183-48DE-9A44-B7395DCF831A,Hj. Tarsimah,,Belum Tersedia,16840,,16840,,24 Aug 2016,,,2016-08-24,An Nur,AD2620
20267951,TKS MAWAR,TK,Kec. Tambun Selatan,Kab. Bekasi,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C5908342-5C3C-45D9-BD0E-DA4AC885414D,ZAENUDIN,,-,17551,mawardi01@gmail.com,17551,9,09 Jul 2004,AHU-0030793.AH.01.12TAHUN 2016,-,,MAWARDI,AN8831
69868475,TK BUSTANUL MUTA ALLIMIN,TK,Kec. Babakan Madang,Kab. Bogor,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B4059C1C-C4D5-465A-A0A0-574A175F0CF2,"DEDE JAUDIN, S.Ag",,-,16811,munawarohwaroh41@gmail.com,16811,C.69.HT.03.01-TH 1997,09 Mar 2018,1,1,1998-04-01,YAYASAN MUTA'ALLIMIN,AA1266
69917055,PAUD SEJAHTERA,KB,Kec. Babakan Madang,Kab. Bogor,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0203BCD4-0AE9-4556-82D6-8CE1C7E17E40,"DEDE JAUDIN, S.Ag",,-,16811,munawarohwaroh41@gmail.com,16811,C.69.HT.03.01-TH 1997,09 Mar 2018,1,1,1998-04-01,YAYASAN MUTA'ALLIMIN,AA1266
69758966,SMK SINAR ISLAM ASIA PASIFIC,SMK,Kec. Cariu,Kab. Bogor,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4826E8E3-0DAD-4445-A488-7FFCF8F1D815,"H. MUHAMMAD HASAN ARIFIN, SH",Jamaludin Anjasmara,Belum Tersedia,16840,,16840,35,19 Jun 1991,,,2015-01-21,YAYASAN PENDIDIKAN SINAR ISLAM ASIA PASIFIC,AD2621
70029923,SMA SINAR ISLAM ASIA PASIFIC BOARDING SCHOOL,SMA,Kec. Cariu,Kab. Bogor,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7ED9DFBE-4DC6-45B2-8A47-B41CE55C1513,"H. MUHAMMAD HASAN ARIFIN, SH",Jamaludin Anjasmara,Belum Tersedia,16840,,16840,35,19 Jun 1991,,,2015-01-21,YAYASAN PENDIDIKAN SINAR ISLAM ASIA PASIFIC,AD2621
70035053,SMPIT YUQU,SMP,Kec. Serang Baru,Kab. Bekasi,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4E7D17EF-6DC5-4F31-BD1B-A19DF2B84547,H. USS SUMARNA SAFE'I,Gatot Gaca Sumarna,-,17330,uusmaniummulquro@gmail.com,17330,95,22 Feb 2021,AHU-0006623.AH.01.04,AHU-0006623.AH.01.04,2021-03-03,YAYASAN UMMUL QURO USSMANI,AX9377
69897151,TK IT AL BARKAH,TK,Kec. Bekasi Timur,Kota Bekasi,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3A6006FD-7C48-4958-9EC6-C08E215B5169,DRS BARLIAN SOMAATMAJA,,-,,,,5,28 Oct 2016,,,2005-09-19,YAYASAN NURANI,AN8832
69919074,PAUD BUNGA MEKAR,KB,Kec. Cariu,Kab. Bogor,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/42E54371-C25D-4D42-B149-E9730E3E11E6,Asep Sutiana,,Belum Tersedia,16840,,16840,AHU-0018600.AH.01.04.Tahun 2016,04 Apr 2016,AHU-0018600.AH.01.04.Tahun 201,,,Mekar Alicha Azhara,AD2623
20245407,SDIT AL - HAKIM,SD,Kec. Tambun Selatan,Kab. Bekasi,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00873213-2CF5-E011-9108-2D47BF5930CF,IMAM SUHADI ISKANDAR,Anggun Palawati Palupi,-,17510,sd_ital_hakim@yahoo.co.id,17510,422/N07/SK SD/2007,13 Aug 2007,0,422/N07/SK SD/2007,2007-08-13,YAYASAN PENDIDIKAN ISLAM AL-HAKIM,AN8833
No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,,MUFLIHA,,-,17330,chipto0101@gmail.com,17330,12,19 Dec 2020,AHU-0026144.AH.01.04,AHU-0026144.AH.01.04,2020-12-25,Dzikra Annina Al Fathonah,AX9517
69869073,PAUD KENANGA,KB,Kec. Babakan Madang,Kab. Bogor,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AF835205-C2E3-40C9-B084-D7BF06263ABB,SRI MULYATI,,-,16811,paud_kenanga@yahoo.com,16811,55,20 Nov 2015,AHU-0027355.AH.01.04,AHU-0027355.AH.01.04,2015-11-30,PAUD KENANGA,AA1267
69760892,SMPS DAARUL QURAN AL JANNAH,SMP,Kec. Jonggol,Kab. Bogor,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/128DAF41-EBBB-4AA8-B222-62988440B634,Herawati Soedirman,UJANG KHOLID,021871731,16952,aljannah.darussalam@yahoo.co.id,16952,C-2958.HT.01.02.2006,06 Mar 2006,39/XII/Not/2006,6/3-2007 No. 19,2007-03-06,Al Jannah Darussalam,AD2625
69825618,TK ISLAM INSAN PERMATA,TK,Kec. Tambun Selatan,Kab. Bekasi,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F369A612-0B66-429C-BB7E-BC455EFB591E,"Nenah S,pdi",,-,,tkislaminsanpermata@yahoo.com,,02,05 May 2007,,C2621HT0102,2007-08-16,Yayasan Pendidikan Bina Insan Permata,AN8834
69942162,TKIT AL-BANNA 2,TK,Kec. Setu,Kab. Bekasi,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F75E2415-D1CC-4BCD-921D-A59A9F0DD251,Slamet Sutriyadi,,-,17320,,17320,04.-,24 Nov 2006,,,2017-09-06,Telaga Arrahman,AA4376
69869103,POS PAUD AL-IZLAL,KB,Kec. Cariu,Kab. Bogor,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9FA6820B-ED7A-4F14-A775-BA7997CF6A0D,Saripudin,,Belum Tersedia,16840,,16840,,28 Mar 2013,,,2016-08-27,Al Izlal,AD2626
No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,,JURIANTO,Shinta Christine,02187952501,16810,info@sai-edu.org,16810,16/2013,17 Apr 2013,4629.AH.01.04 Tahun 2013,-,2013-04-27,Yayasan Alirena,AD2516
