NPSN,Nama,Jenjang,Kecamatan,Kabupaten,Provinsi,URL,Pimpinan Yayasan,Operator Yayasan,Telepon Yayasan,Fax Yayasan,Email Yayasan,Kode Pos Yayasan,No Pendirian Yayasan,Tanggal Pendirian Yayasan,No Pengesahan PN LN Yayasan,No Pengesahan Menkumham Yayasan,Tanggal Pengesahan Menkumham Yayasan,Nama Yayasan,Kode Yayasan
69753785,TKS CAHAYA HATI,TK,Kec. Serang,Kota Serang,Prov. Banten,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C168D4DD-71FC-48E4-953A-311E211AA40E,ANDY WIJAYA,,Belum Tersedia,,,,No. 054,28 May 2009,,,2016-09-03,NUR ALIEF,AM6419
69828245,SPS AL-ISTIQOMAH,SPS,Kec. Waringinkurung,Kab. Serang,Prov. Banten,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/22957CC9-5099-4CF9-8B4C-BE758A367776,SUPIAH,,-,42435,,42435,476/012/Ds.39/V/2006,26 Jan 2011,,SK.KEP.BPN.3xA2005,2005-02-11,SUPIAH,AJ4927
20616214,SMKS AL BARKAH,SMK,Kec. Curug,Kab. Tangerang,Prov. Banten,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AA818539-3915-47B7-8D7A-CB67D42A1D3D,"Endang Suryana, S.Pd",Muhamad Asdul Hanim,Belum Tersedia,15810,,15810,330,06 Sep 1994,,,,AL BARKAH CURUG,AO4722
No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,,Ir. abrar karim,,232538,42161,,42161,02/LPI.AA/SIKPS/1431.04,01 Aug 2011,,,2016-10-24,Al-abror,AM6420
No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,,"Sanah Fitria Dewi, A. Ma",,-,15213,paudal_iwa@yahoo.co.id,15213,02/TP.PKK Kel.Ksb.Brt/VI/2009,05 May 2009,0,0,,TP.PKK KOSAMBI BARAT,AH8825
No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,,"SHOHARI, S.Pd.I",,-,42453,,42453,0,29 Nov 2016,0,0,2016-11-29,SYIFA'URROHMAH,AJ4928
69882957,KB AN-NUR,KB,Kec. Curug,Kab. Tangerang,Prov. Banten,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F7C23565-3031-4DAC-98AF-498009790413,Wahyu puji Nurhadi,INDIGO NUGRA PRAKASA,Belum Tersedia,15810,,15810,,,,,,Pendidikan An-Nur,AO4723
20613811,SMAS TERPADU AL JAUHAROTUNNAQIYYAH,SMA,Kec. Kramatwatu,Kab. Serang,Prov. Banten,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7D2F3E43-D449-45B4-BD2F-3AF830FA4D4C,H. MURTADO,IIS ISTIQOMAH,Belum Tersedia,,,,C.224 HT 03.01,10 Oct 1992,,,,AL JAUHAROTUNNAQIYYAH,AM6421
20603160,SMAS BETHEL,SMA,Kec. Kosambi,Kab. Tangerang,Prov. Banten,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/179529C7-8252-4305-B125-FB9FCEA452A7,Basirun Sirait,Albert Daniel Sirait,0215558445,15211,bethelvtb@gmail.com,15211,142,28 Jul 1997,-,AHU-AH.01.06-0019635,2020-08-24,Yayasan Cawan,AH8826
20603643,SMP BETHEL KOSAMBI,SMP,Kec. Kosambi,Kab. Tangerang,Prov. Banten,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/50B07557-31F5-E011-8331-A7945E7368A5,Basirun Sirait,Albert Daniel Sirait,0215558445,15211,bethelvtb@gmail.com,15211,142,28 Jul 1997,-,AHU-AH.01.06-0019635,2020-08-24,Yayasan Cawan,AH8826
20604419,SDS BETHEL DADAP,SD,Kec. Kosambi,Kab. Tangerang,Prov. Banten,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80DF0557-31F5-E011-9C3D-D3A50138A96C,Basirun Sirait,Albert Daniel Sirait,0215558445,15211,bethelvtb@gmail.com,15211,142,28 Jul 1997,-,AHU-AH.01.06-0019635,2020-08-24,Yayasan Cawan,AH8826
20616458,TK BETHEL DADAP,TK,Kec. Kosambi,Kab. Tangerang,Prov. Banten,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B175741C-14AD-48CF-893B-A5FBDE0D62F9,Basirun Sirait,Albert Daniel Sirait,0215558445,15211,bethelvtb@gmail.com,15211,142,28 Jul 1997,-,AHU-AH.01.06-0019635,2020-08-24,Yayasan Cawan,AH8826
70031621,SD AGAPE KUDUS,SD,Kec. Kali Deres,Kota Jakarta Barat,Prov. D.K.I. Jakarta,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0002B315-2E90-4A55-9B41-33D36347BB0E,Basirun Sirait,Albert Daniel Sirait,0215558445,15211,bethelvtb@gmail.com,15211,142,28 Jul 1997,-,AHU-AH.01.06-0019635,2020-08-24,Yayasan Cawan,AH8826
20605562,SD IT BINA INSANI,SD,Kec. Waringinkurung,Kab. Serang,Prov. Banten,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/60BA0757-31F5-E011-BB82-9B0A3DDA0A38,UMAR SUKMARA,Mohammad Yogantara,02547810282,42161,ybinainsani_cahayaabadi@yahoo.com,42161,05,09 Apr 2013,,AHU-567.AH.01.04,2014-04-01,BINA INSANI CAHAYA ABADI,AJ4929
20613834,SMPIT AL MASYKAR BINA INSANI,SMP,Kec. Waringinkurung,Kab. Serang,Prov. Banten,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40F27857-31F5-E011-BB2D-DF08A29815AB,UMAR SUKMARA,Mohammad Yogantara,02547810282,42161,ybinainsani_cahayaabadi@yahoo.com,42161,05,09 Apr 2013,,AHU-567.AH.01.04,2014-04-01,BINA INSANI CAHAYA ABADI,AJ4929
69901925,SMA ISLAM TERPADU BINA INSANI,SMA,Kec. Waringinkurung,Kab. Serang,Prov. Banten,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/307EF71D-9899-4D22-8248-0FADAAA8F0F7,UMAR SUKMARA,Mohammad Yogantara,02547810282,42161,ybinainsani_cahayaabadi@yahoo.com,42161,05,09 Apr 2013,,AHU-567.AH.01.04,2014-04-01,BINA INSANI CAHAYA ABADI,AJ4929
69769641,KB AL ATQIA,KB,Kec. Curug,Kab. Tangerang,Prov. Banten,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4D0B3FB4-E2B7-4795-A25F-EF62582B48B9,Uwan Suandi,SITI LUSIYANA,Belum Tersedia,15810,,15810,,27 Aug 2016,,,2016-08-27,YAYASAN AL-ATQIA CURUG,AO4725
P9996542,PKBM AL-ATQIA,PKBM,Kec. Curug,Kab. Tangerang,Prov. Banten,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/35FC77A8-598A-43BA-B19B-93628381F062,Uwan Suandi,SITI LUSIYANA,Belum Tersedia,15810,,15810,,27 Aug 2016,,,2016-08-27,YAYASAN AL-ATQIA CURUG,AO4725
