NPSN,Nama,Jenjang,Kecamatan,Kabupaten,Provinsi,URL,Pimpinan Yayasan,Operator Yayasan,Telepon Yayasan,Fax Yayasan,Email Yayasan,Kode Pos Yayasan,No Pendirian Yayasan,Tanggal Pendirian Yayasan,No Pengesahan PN LN Yayasan,No Pengesahan Menkumham Yayasan,Tanggal Pengesahan Menkumham Yayasan,Nama Yayasan,Kode Yayasan
69921103,SD SWASTA MUHAMMADIYAH,SD,Kec. Rimbo Bujang,Kab. Tebo,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8CCB7C27-1ED8-41FF-AA3F-FA323001C959,Belum Isi,,Belum Tersedia,,,,,,,,,Pimpinan Daerah Muhammadiyah (PDM) Kab. Tebo,AO5559
69935340,TK BUSTANUL ATHFAL AISYIYAH,TK,Kec. Rimbo Bujang,Kab. Tebo,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/594DF0FF-4AAD-4A4E-8D44-C9189A592C11,Belum Isi,,Belum Tersedia,,,,,,,,,Pimpinan Daerah Muhammadiyah (PDM) Kab. Tebo,AO5559
69847755,TK SWASTA TUNAS BANGSA,TK,Kec. Tabir Ulu,Kab. Merangin,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/738FCD2B-585B-418E-9AEB-CF57CBA0FCC1,Abdul Hamid,,-,37355,tkkapuk1234@gmail.com,37355,006/YTKAB/07/2008,31 Jul 2008,-,-,2016-11-03,Tunas Bangsa,AI9948
10506640,TK AL-FALAH,TK,Kec. Bathin VIII,Kab. Sarolangun,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/93B1E03A-1C4E-4E0D-AAF2-BE73CD9EE464,"H. Z. Usman, SKm",,Belum Tersedia,37481,alfalah_tklimburtembesi@yahoo.co.id,37481,,,,,,Yayasan Al Falah,AI9745
No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,,H.MUHAMMAD SUKRIR BIN RAIMUNI,RIDUANSYAH,Belum Tersedia,37553,,37553,09,20 Jan 2016,AHU-14.AH.02.02-Th.2010,3-XVII-PPAT-2009,2009-04-08,YAY.AL-IKHLAS SARINAH,AB9887
69928231,KB FAJAR SERUNAI,KB,Kec. Tabir Ulu,Kab. Merangin,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/086F89EF-9C36-41E5-B515-F166EB310956,hariyah,,0,,0,,04 tahun 2008,25 Jul 2008,0,0,2016-09-14,SPS FAJAR SERUNAI,AI9949
69811381,KB. NURUSSA ADAH,KB,Kec. Bram Itam,Kab. Tanjung Jabung Barat,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/11174318-2AF0-4A57-A908-1C94A189771F,"HIDAYATUR ROSIDAH, Spd.",,Belum Tersedia,,,,,,,,2016-11-23,KB. NURUSSA' ADAH,AM1427
69845823,KB. THORIQUL JANNAH,KB,Kec. Rimbo Bujang,Kab. Tebo,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3811EE94-0CE7-404A-AD81-85DD0891F831,TASRIN,,-,37253,,37253,12/YPI-THJ/P/2010,01 Jun 2010,,12/04/2010,,LEMBAGA THORIQUL JANNAH,AB9888
69943958,KB Al - Istiqomah,KB,Kec. Rimbo Bujang,Kab. Tebo,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/620C9545-941E-464C-8AEC-30FC0291625F,TASRIN,,-,37253,,37253,12/YPI-THJ/P/2010,01 Jun 2010,,12/04/2010,,LEMBAGA THORIQUL JANNAH,AB9888
69790756,KB. ZULEHA,KB,Kec. Bram Itam,Kab. Tanjung Jabung Barat,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0CF7D3C3-CA99-4E93-AF3A-1AF912A392AC,"Syamsu Rahman,S.Pd",,-,36554,kb.zuleha.b.itam@yahoo.com,36554,65,28 Dec 2012,,,2016-11-15,"KB, ZULEHA",AM1428
69941937,KB An- Nisa,KB,Kec. Rimbo Bujang,Kab. Tebo,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1AD03A3C-CA19-4024-9569-9C93E105732F,SUNADI,,Belum Tersedia,37553,,37553,31,20 Feb 2017,AHU-0030639.AH.01.04.Th2016,,2016-08-02,YAY. ANNISA WIROTHO AGUNG,AB9889
69924700,KB TUNAS HARAPAN,KB,Kec. Bathin VIII,Kab. Sarolangun,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/58A9DBB1-B3BC-4AC1-A3A4-2381C23B1BFA,ABD RASYID,,-,37381,hsbarok88@gmail.com,37381,02/Y-ARR/2009,03 Dec 2009,008,008,2010-02-18,AR-RAHMAN,AI9746
69892695,TK SWASTA TUNAS BARU,TK,Kec. Tabir Ulu,Kab. Merangin,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2A5D9384-3A2E-43DE-BAF8-EA6ABDCEC8BE,Lindawati,,-,37355,0,37355,425/56/TK-TB/2011,01 Jan 2011,0,0,2016-12-19,Yayasan Tunas Baru,AI9950
69791986,KB. AR- RAUDHAH SEMAU,KB,Kec. Bram Itam,Kab. Tanjung Jabung Barat,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/152B46E0-028C-4905-924C-765249037D8C,SAIDI,,1111,36514,paud.arraudah1@gmail.com,36514,AHU-0022014.AH.01.04.2016,23 Apr 2016,,,,RAUDHATUL JANNAH SEMAU,AM1429
69935456,TK ALIFA,TK,Kec. Bathin VIII,Kab. Sarolangun,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B342C3F4-D7F0-415B-900B-0910DED95E90,ernawati,ERNAWATI,Belum Tersedia,,,,02,26 Aug 2015,,,,TK ALIFA,AI9747
10506553,TK PERTIWI IV A,TK,Kec. Rimbo Bujang,Kab. Tebo,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/383E915B-7648-42FB-B0C4-95A20D96EFE1,KUSWANTA,,Belum Tersedia,37553,,37553,358,31 Jul 2017,AHU-0011947.AH.01.04,5017080215100132,2013-03-20,PERTIWI RIMBO BUJANG,AB9890
10506554,TK PERTIWI IV B,TK,Kec. Rimbo Bujang,Kab. Tebo,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1B1D76ED-E492-4E22-BE41-F74561B52D37,KUSWANTA,,Belum Tersedia,37553,,37553,358,31 Jul 2017,AHU-0011947.AH.01.04,5017080215100132,2013-03-20,PERTIWI RIMBO BUJANG,AB9890
69847793,KB TUNAS HARAPAN,KB,Kec. Tiang Pumpung,Kab. Merangin,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F1156230-A86A-41D6-ABC6-4107F83B1B0C,Kepala Desa,,Belum Tersedia,37371,,37371,01/Th/2008,01 Aug 2008,,,,Tunas Harapan,AK5821
69811378,KB. AMANAH,KB,Kec. Kuala Betara,Kab. Tanjung Jabung Barat,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/96D0CAE6-0557-4716-9136-AD53731C63F3,YULIAWATI,,-,,,,,09 Jul 2012,,,2016-11-16,KB AMANAH,AM1434
69847792,KB PELITA HATI,KB,Kec. Tiang Pumpung,Kab. Merangin,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F43F5471-841A-4F09-B9FD-455ED79E74A2,MARYANTI,,Belum Tersedia,37371,-,37371,03 TAHUN 2010,25 Nov 2016,,,2016-11-25,PAUD,AK5822
10506706,TK KASIH IBU,TK,Kec. Bathin VIII,Kab. Sarolangun,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/453F62DD-60BD-4502-A3A9-0CD6EA54B940,SRI WULANDARI,,Belum Tersedia,37481,,37481,001/PK/PKK/1987,29 Jun 1987,,,,PKK DESA,AI9748
69796572,KB KASIH IBU,KB,Kec. Bathin VIII,Kab. Sarolangun,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B3499488-A6EB-413E-9011-941D3C0219B1,SRI WULANDARI,,Belum Tersedia,37481,,37481,001/PK/PKK/1987,29 Jun 1987,,,,PKK DESA,AI9748
69847721,TK KUNCUP HARAPAN 1,TK,Kec. Pamenang,Kab. Merangin,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/086FDDC8-B56B-454B-8AD1-050AF339C61E,SRI WULANDARI,,Belum Tersedia,37481,,37481,001/PK/PKK/1987,29 Jun 1987,,,,PKK DESA,AI9748
10503231,SMKS TUNAS HARAPAN RIMBO BUJANG,SMK,Kec. Rimbo Bujang,Kab. Tebo,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/631619D4-242E-4836-BD0A-6A2F0970A74C,"Sukiman, S.P., M.M.",HENDRIKO SETIAWAN,Belum Tersedia,37553,,37553,04,11 Jul 1997,,,,Pendidikan Panca Karya Nusantara,AB9891
69812840,SPS. MAWAR INDAH,SPS,Kec. Kuala Betara,Kab. Tanjung Jabung Barat,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/36A756A2-7AB9-4924-BB11-8D41BA44B89E,NURASIAH,,Belum Tersedia,,,,,30 Dec 2016,,,2016-12-30,SPS MAWAR INDAH,AM1435
10505924,SMKS AL INAYAH,SMK,Kec. Rimbo Bujang,Kab. Tebo,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/106335EB-B46D-4A83-8C13-4ECD18989335,"KH M RIFAI ABDULLAH, S.Pd.I",Alpian Candra Romadan,-,37253,smpit_darulhasanah@yahoo.com,37253,12/10/2002,12 Oct 2002,,,,PONPES AL-INAYAH,AB9892
69947896,SMP SWASTA ISLAM TERPADU DARUL HASANAH,SMP,Kec. Rimbo Bujang,Kab. Tebo,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BEBE2E60-E5BD-47B5-8010-6B916716CFFE,"KH M RIFAI ABDULLAH, S.Pd.I",Alpian Candra Romadan,-,37253,smpit_darulhasanah@yahoo.com,37253,12/10/2002,12 Oct 2002,,,,PONPES AL-INAYAH,AB9892
69896110,KB HARAPAN JAYA,KB,Kec. Tiang Pumpung,Kab. Merangin,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6D8185A7-B924-4DA1-A2D4-5A3440458302,RIVNI RISNITA,,-,37371,,37371,,25 Apr 2017,,,2017-04-25,HARAPAN JAYA,AK5823
10505858,SMP S NIDAUL QURAN,SMP,Kec. Bathin VIII,Kab. Sarolangun,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80834262-0C26-E111-99FC-2FD3FC3B9DE1,H. Kadarudin ,Ilham Akbar,-,,smpnidaulquran@gmail.com,,08,23 Sep 2000,,,,An Nida,AI9749
69790754,KB.MUTIARA HATI,KB,Kec. Kuala Betara,Kab. Tanjung Jabung Barat,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/790CD01F-5EF1-4CCE-B7D1-41E5FEB34E97,SITI RAHMA,,Belum Tersedia,,,,,,,,2016-11-10,KB MUTIARA,AM1436
69937345,KB CERIA BERSAMA,KB,Kec. Tiang Pumpung,Kab. Merangin,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D72B7961-7662-49AB-AD03-8F304174CC1C,SODRIN HOLIL,,-,37371,,37371,3574/G4/KL/2009,01 Jul 2011,,,2016-09-04,KB.CERIA BERSAMA,AK5824
69967425,TK KASIH IBU,TK,Kec. Rimbo Bujang,Kab. Tebo,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A36C67AE-7F5A-4502-BC21-B261A57F6E70,DEBI ARISPAL,RIDUANSYAH,Belum Tersedia,37553,,37553,09,20 Jan 2016,000,0000,2016-01-20,YAY. AL-IKHLAS,AB9893
69942603,SPS. IQRA AN-NURUL BAQI,SPS,Kec. Kuala Betara,Kab. Tanjung Jabung Barat,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/197AA482-2A36-4F96-92CB-4258FB3396DB,Muhammad Zaki,,-,36555,zakimuhammad1222@gmail.com,36555,65,27 Aug 2016,,,2016-08-27,lembaga paud sps an nurulbaqi,AM1439
10506761,TK SEKAR RAMPAI,TK,Kec. Bathin VIII,Kab. Sarolangun,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C80D758D-A18D-4D03-90D6-8BD199676815,ELLY PUSPITA,"ELLY PUSPITA, S.Pd",Belum Tersedia,37481,tk_sekarrampai611@gmail.com,37481,001,09 Jan 2012,,,2016-12-30,SEKAR RAMPAI,AI9750
10506573,TK PERTIWI V A,TK,Kec. Rimbo Bujang,Kab. Tebo,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/909BCF2A-1B80-4C0B-9696-A3E9EB6E3987,KUSWANTA,,Belum Tersedia,37553,,37553,358/G/RB/VII/2017,31 Jul 2017,,,2017-09-22,YAYASAN PERTIWI RIMBO BUJANG,AB9894
69926623,KB TERPADU KASIH IBU,KB,Kec. Bathin VIII,Kab. Sarolangun,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7BA972D4-91A4-4229-8DCC-9785637AB07E,AKMALLAH,,Belum Tersedia,37481,paudps_tanjung1@gmail.com,37481,21,08 Oct 2012,0,0,,PINANG SEBATANG,AI9751
69937621,KB PINANG SEBATANG,KB,Kec. Bathin VIII,Kab. Sarolangun,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9C7BCC4B-182E-4114-938C-DE8CD98EFE24,AKMALLAH,,Belum Tersedia,37481,paudps_tanjung1@gmail.com,37481,21,08 Oct 2012,0,0,,PINANG SEBATANG,AI9751
69792020,KB-RAUDHATUT THULLAB,KB,Kec. Kuala Betara,Kab. Tanjung Jabung Barat,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/97FAD2AA-5A0F-4A3B-9105-42D5B2E6E88C,ISMAIL. S. Pd.I,,-,36555,-,36555,,,-,,,kb. raudhatut thullab,AM1440
69887223,SPS ANANDA,SPS,Kec. Bahar Selatan,Kab. Muaro Jambi,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A14268A1-2D5D-4330-9DBF-E4471C0348E6,KEPALA DESA UJUNG TANJUNG,,Belum Tersedia,36366,,36366,,29 Sep 2016,,,2016-09-29,ANANDA,AF1671
69816290,SMPS IT AL-KHALIFAH,SMP,Kec. Bathin VIII,Kab. Sarolangun,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FA33FD34-0A60-4FE2-9862-7008CB9C1470,"Mahilli,SE",Rita Novriyanti,-,37481,smp.it_alkhalifah@yahoo.co.id,37481,01,02 Sep 2013,,,,AL-KHALIFAH TELUK KECIMBUNG,AI9752
69953437,SMK IT AL-KHALIFAH,SMK,Kec. Bathin VIII,Kab. Sarolangun,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6E160CD6-9F86-4BD6-BB58-3B099FA56C66,"Mahilli,SE",Rita Novriyanti,-,37481,smp.it_alkhalifah@yahoo.co.id,37481,01,02 Sep 2013,,,,AL-KHALIFAH TELUK KECIMBUNG,AI9752
10503230,SMAS BHAKTI WASITA,SMA,Kec. Rimbo Bujang,Kab. Tebo,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/51C1B824-2BF1-41A5-82DC-D9F4691DB750,Hj. SETYOWATI WARDANI,,-,37253,,37253,45,27 Feb 1986,45,45,1986-02-27,RASA TRESNA INDONESIA,AB9895
69792037,POS PAUD PERMATA HATI,SPS,Kec. Kuala Betara,Kab. Tanjung Jabung Barat,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8DC5F752-C7F9-4E30-A1F1-08F988DED9E0,KH. ZAHROWI,,-,,,,-,13 Sep 2016,-,-,2016-09-13,MAFATIHULHUDA,AM1441
69859523,KB NURUL IANAH,KB,Kec. Bahar Selatan,Kab. Muaro Jambi,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1A64636F-AAFD-4665-B631-E00B2AE17D91,WAINI,,Belum Tersedia,36366,,36366,0,18 Mar 2017,0,0,2017-03-18,NURUL I'ANAH,AF1672
10506736,TK PELITA HATI,TK,Kec. Bathin VIII,Kab. Sarolangun,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/225711B0-8D07-44E1-AF79-6D0720EC5246,HENDRI,,Belum Tersedia,,tk_pelitahati010@gmail.com,,01,05 Jul 2007,,,2017-05-12,TK PELITA HATI,AI9753
69792005,TK. MELATI,TK,Kec. Merlung,Kab. Tanjung Jabung Barat,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E86463A1-217D-446A-8FC9-21FC489449D8,H. RUHIYAT,,Belum Tersedia,,,,01/TKM.YBH1993,02 Jan 1993,800/05/TKM/1997,03/01/1997,1997-01-03,YAYASAN BUKIT HARAPAN,AK5664
69887214,KB DIAN PERMATA,KB,Kec. Bahar Selatan,Kab. Muaro Jambi,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/21C52D29-CE61-44F8-974C-D60A98E2C344,Lismidar,,-,36365,kbdianpermata@gmail.com,36365,-,,,,2017-03-19,KB DIAN PEMATA,AF1673
69774871,SMP SWASTA AL-AMANAH,SMP,Kec. Rimbo Bujang,Kab. Tebo,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8A993377-53C1-4A8B-9263-05035C5F26F3,Ahmad Muhlis Tamami,RIDWAN CHARIS,-,37253,amtfarsani@yahoo.co.id,37253,23,16 Nov 2011,AHU-3387.AH.01.04.Tahun 2012,026/N-FI/IV/2012,2012-06-04,Al-Amanah Rimbo Bujang,AB9896
69981132,SMA SQ AL AMANAH,SMA,Kec. Rimbo Bujang,Kab. Tebo,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/115C16AE-391C-4985-A1FD-850E2D6F1DB4,Ahmad Muhlis Tamami,RIDWAN CHARIS,-,37253,amtfarsani@yahoo.co.id,37253,23,16 Nov 2011,AHU-3387.AH.01.04.Tahun 2012,026/N-FI/IV/2012,2012-06-04,Al-Amanah Rimbo Bujang,AB9896
69924699,TK DARUSSALAM,TK,Kec. Bathin VIII,Kab. Sarolangun,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8667FB9B-3D7F-4BDC-9089-3695349E473E,M ZAID.S.Pdi,,-,37481,tkdarussalambathinviii@gmail.com,37481,01/2009,01 Jun 2009,,,,DARUSSALAM,AI9754
69887201,TK MELATI,TK,Kec. Bahar Selatan,Kab. Muaro Jambi,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/705AE4A0-E4B3-4A95-B287-0992498252BA,BAKHORI LUBIS,,Belum Tersedia,36366,,36366,01,15 Jul 1997,3,3,1997-07-15,Yayasan Melati,AF1674
No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,,PRISTIANITA,,Belum Tersedia,37553,,37553,02,15 Mar 2014,02/G/RB/2014,000,2017-11-24,TK FADHILLAH,AB9898
10507246,SMAS HAFIDZ AL-FATAH,SMA,Kec. Bathin VIII,Kab. Sarolangun,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/273E86D7-0BBC-4C9F-804D-538A3BAEB533,KH.Saleh Hafiz,AFRIYANI AJDA,-,37381,smashafidzalfatah@gmail.com,37381,33,26 Mar 1998,,,,Hafidz Al-Fatah,AI9755
70029883,SD IT HAFIDZ AL-FATAH,SD,Kec. Bathin VIII,Kab. Sarolangun,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/665B8CCA-B180-4D7F-B6AB-9768C1DB4722,KH.Saleh Hafiz,AFRIYANI AJDA,-,37381,smashafidzalfatah@gmail.com,37381,33,26 Mar 1998,,,,Hafidz Al-Fatah,AI9755
69902972,SD SWASTA PERMATA AGRI,SD,Kec. Merlung,Kab. Tanjung Jabung Barat,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0622528E-83E8-4606-87B9-69ED3340FF11,"DEWI CANDRAWATI,SPd",Ferdinand Herbert Simatupang,Belum Tersedia,36554,,36554,,14 Nov 2015,,,2015-11-14,PERMATA TUNGKAL ULU,AK5665
69796580,KB NUR IMAN,KB,Kec. Bathin VIII,Kab. Sarolangun,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80EBB2E6-D7C3-42AD-A10C-1B1CEC03E8BB,AMRIZAL,,Belum Tersedia,,kb_nuriman2@gmail.com,,,18 Oct 2012,,,,PAUD NUR IMAN,AI9756
69918754,KB. MUTIARA IBU,KB,Kec. Merlung,Kab. Tanjung Jabung Barat,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4899768F-63CE-4567-9B23-EFD22266DF18,Bambang Purwanto,,-,36554,sdn161.v@gmail.com,36554,420/2492/DISDIK-2010,10 Nov 2010,,,2016-11-10,MUTIARA IBU,AK5666
69939200,TK BINA BANGSA,TK,Kec. VII Koto Ilir,Kab. Tebo,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2602FF02-CCDF-44CC-B4F1-0C97BA4A088D,SUSILOWATI,,Belum Tersedia,,,,08,04 Apr 2013,AHU-14.AH.02.02-2010,,2010-03-03,PKBM TUNAS MANDIRI,AB9899
69887205,TK BHAKTI MULIA,TK,Kec. Bahar Selatan,Kab. Muaro Jambi,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E91C5B17-2EB2-4F97-89AB-56CB497A337F,DARYANTI,,-,36365,-,36365,-,,,,2017-03-18,TK BHAKTI MULIA,AF1675
No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,,Ramli Simarmata,AGUS PARMAN,-,36554,scjambiaa@gmail.com,36554,51 tanggal 30 April 2021,03 May 2021,-,AHU-0011833.AH.01.04.Tahun 2021,2021-05-03,Yayasan Permata Agri Jambi,AK5668
No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,,EKA SUNARTI,,-,37553,spstaqwajaya3@gmail.com,37553,26,03 Jul 2009,26/AL/2015/PN TEBO,C-502.HT.03.01-2003,2010-05-25,YAY. PAUD TAQWA JAYA,AB9900
69918261,TK TANJUNG MANDIRI,TK,Kec. Bahar Selatan,Kab. Muaro Jambi,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/30B28A0B-F149-48A2-805D-C86113FFDB13,EVA YULIA SARI,,Belum Tersedia,36365,tk.tanjungmandiri@gmail.com,36365,09/06/2011,09 Jun 2011,,,2017-09-09,TANJUNG MANDIRI,AF1676
No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,,HASTIN,,Belum Tersedia,3655 ,,3655 ,42,01 Dec 2016,,,2016-12-01,PAUD ALHIDAYAH,AK5669
69992709,SD IT AS SALAM,SD,Kec. Bathin VIII,Kab. Sarolangun,Prov. Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B8C17D86-C062-4BBD-A209-7A85C2EA7047,ENDANG DEWI SUSANTI,Faisol Ghoyat,-,37481,sdtassalam@gmail.com,37481,26,20 Sep 2018,00,AHU-0012884.AH.01.04.Tahun 2018,2018-09-20,YAYASAN GENERASI QURAN MADANI,AW9527
