NPSN,Nama,Jenjang,Kecamatan,Kabupaten,Provinsi,URL,Pimpinan Yayasan,Operator Yayasan,Telepon Yayasan,Fax Yayasan,Email Yayasan,Kode Pos Yayasan,No Pendirian Yayasan,Tanggal Pendirian Yayasan,No Pengesahan PN LN Yayasan,No Pengesahan Menkumham Yayasan,Tanggal Pengesahan Menkumham Yayasan,Nama Yayasan,Kode Yayasan
20306196,SLB KARYA BHAKTI,SLB,Kec. Banyu Urip,Kab. Purworejo,Prov. Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/60591AB6-EEF0-E111-8793-1B750E32AB09,"Br. Lukas Subiyatno, FC",Heribertus Arif Setiyanto,0286 321073,56311,yayasan_karyabakti@yahoo.com,56311,423.2/0004134,07 Feb 1981,1996-10-28,AHU-Ah-01-08-315,2009-12-04,Karya Bakti,AJ9173
20306928,SLB KARYA BAKTI WONOSOBO,SLB,Kec. Wonosobo,Kab. Wonosobo,Prov. Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/90849C24-7AF5-E111-80D4-AF8A3FC016D4,"Br. Lukas Subiyatno, FC",Heribertus Arif Setiyanto,0286 321073,56311,yayasan_karyabakti@yahoo.com,56311,423.2/0004134,07 Feb 1981,1996-10-28,AHU-Ah-01-08-315,2009-12-04,Karya Bakti,AJ9173
69913068,TK AL FARABI,TK,Kec. Sidomukti,Kota Salatiga,Prov. Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9171D537-5E58-42E0-860A-72B8D38BC2F8,PUTNAWATI,Masruroh Yulianti,Belum Tersedia,50721,samsuldarojahspdsd@gmail.com,50721,55,19 Jan 2012,AHU-0013810.AH.01.04,,2016-06-04,Yayasan Pendidikan Islam Al-Farrabi,AA9456
20361852,TK IT GRAHA BALITA,TK,Kec. Genuk,Kota Semarang,Prov. Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/18710389-E55C-465A-BFB8-AEB6F8E9B10F,MOH RODHI,Moh Rodhi,02470368357,50113,yayasansalsabil@gmail.com,50113,01/11/01/05,15 Oct 2015,,C-1179.AH.01.02 TH 2005,2015-10-15,SALSABIL,AE1611
69910595,KB IT GRAHA BALITA,KB,Kec. Genuk,Kota Semarang,Prov. Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8A2213B9-D701-48AB-9AB4-4B0407C72C29,MOH RODHI,Moh Rodhi,02470368357,50113,yayasansalsabil@gmail.com,50113,01/11/01/05,15 Oct 2015,,C-1179.AH.01.02 TH 2005,2015-10-15,SALSABIL,AE1611
69848712,KB TALENTA,KB,Kec. Semarang Barat,Kota Semarang,Prov. Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EB6C27DF-5307-496F-98AE-5A0980B47BE9,ELIZABETH WAHYU MARGARETH INDIRA,Bahar Mario Nor Sandi,-,50149,talenta.lpt@gmail.com,50149,420/2313,28 Aug 2016,,,2016-08-28,TALENTA,AG8712
69941854,KB TALENTA,KB,Kec. Semarang Barat,Kota Semarang,Prov. Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/057CBFDE-D6D1-44D5-9612-32330A432699,ELIZABETH WAHYU MARGARETH INDIRA,Bahar Mario Nor Sandi,-,50149,talenta.lpt@gmail.com,50149,420/2313,28 Aug 2016,,,2016-08-28,TALENTA,AG8712
20331791,SLB DENA UPAKARA,SLB,Kec. Wonosobo,Kab. Wonosobo,Prov. Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F09A9924-7AF5-E111-84FF-E32C3ADC66E8,Sr. Yuliana PMY,Elsih Ripkah,0286322241,56311,wdenaupakara@yahoo.com,56311,26,19 Nov 1958,,,,Yayasan Dena-Upakara,AJ9175
20403209,SLB HELEN KELLER INDONESIA,SLB,Kec. Wirobrajan,Kota Yogyakarta,Prov. D.I. Yogyakarta,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0031A5D-2EF5-E011-A470-CB93A12FBBEE,Sr. Yuliana PMY,Elsih Ripkah,0286322241,56311,wdenaupakara@yahoo.com,56311,26,19 Nov 1958,,,,Yayasan Dena-Upakara,AJ9175
20341453,SMKS PLUS AL_MADINAH SALATIGA,SMK,Kec. Sidorejo,Kota Salatiga,Prov. Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F54F9B8B-DB65-494A-9B1F-01E8A6FF425E,Suyadi Ahmad,,02983421856,50721,-,50721,26,07 Apr 2008,-,-,,Yayasan Hidayatullah Salatiga,AA9457
69914926,KB AN-NISA,KB,Kec. Genuk,Kota Semarang,Prov. Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2185657D-1174-4B43-A723-22B35800F4D8,Nur Hasim,,-,50116,tkannisasembung@gmail.com,50116,01,15 Apr 2016,,,,An-nisa Rahma Hasim,AE1612
69959301,TK AN - NISA,TK,Kec. Genuk,Kota Semarang,Prov. Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6DD8CBEB-F3EC-488C-A670-15F0F1C4D1B9,Nur Hasim,,-,50116,tkannisasembung@gmail.com,50116,01,15 Apr 2016,,,,An-nisa Rahma Hasim,AE1612
69818960,KB SATRIA TUNAS BANGSA,KB,Kec. Sidomukti,Kota Salatiga,Prov. Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/08D7B493-2CE5-4777-90F8-186E2DFCD247,Nanik Rahastuti,,-,50721,arumwiduri.aw@gmail.com,50721,060/GBI-H/SLTG/IV/2015,25 Feb 2015,AHU-0027370.AH.01.12,AHU-0025946.AH.01.04,2016-05-27,Bethel Area,AA9458
69935282,TK SATRIA TUNAS BANGSA,TK,Kec. Sidomukti,Kota Salatiga,Prov. Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F5273030-8864-4891-8E61-8ABB34CE325E,Nanik Rahastuti,,-,50721,arumwiduri.aw@gmail.com,50721,060/GBI-H/SLTG/IV/2015,25 Feb 2015,AHU-0027370.AH.01.12,AHU-0025946.AH.01.04,2016-05-27,Bethel Area,AA9458
20360136,TK IT MUTIARA BASMALA,TK,Kec. Genuk,Kota Semarang,Prov. Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/23131DB5-613C-46D5-B4A2-F3DBA7B8F05C,ahmad munif,,-,50115,fuatullia@gmail.com,50115,023/YBI/VIII/2008,04 Aug 2008,,,2016-04-22,BASMALA INDONESIA,AE1613
20345164,TK MEKARSARI,TK,Kec. Semarang Barat,Kota Semarang,Prov. Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2C7AB5B4-B152-48BC-ABA9-E9755AAD04C0,M.G. Tuti Musriyati,,-,50148,,50148,326/IO3.33/DS/98,03 Jan 1998,,AHU-0006875.AH.01.04,2017-04-03,PKK Bongsari,AG8713
No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,,RESMININGWANGSIT,,-,50722,nuruzzahroh16@gmail.com,50722,001/NZ.A1/XII/2015,21 Dec 2015,,,2016-11-02,NURUZ ZAHROH,AA9459
20306962,SD ISLAM AL FATAH UTAMA,SD,Kec. Wonosobo,Kab. Wonosobo,Prov. Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/606F1D59-2DF5-E011-BEFE-354743DD0243,SHOLEH ROSYADI,UJANG SHOLEH,-,56314,alfatahutama@yahoo.com,56314,1/8/630,01 Aug 1963,No. 120-XVII-PPAT-2007,No. C-236 HT.03.01-Th 2003,2003-02-25,AL FATAH UTAMA,AJ9176
20345489,TK ISLAM NURUL QURAN,TK,Kec. Genuk,Kota Semarang,Prov. Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/97BF9243-B708-479E-B0FA-84C950D2FAA1,"MUHNI,S.Ag",,Belum Tersedia,50116,,50116,13,20 Apr 1995,,109/KEP.17.3/III/2011,2011-03-21,NURUL QUR'AN,AE1614
69944991,POS PAUD MANDIRI,SPS,Kec. Semarang Barat,Kota Semarang,Prov. Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8E0E75C2-66B0-4686-8B6E-658AEAA1ED0E,ima,,Belum Tersedia,,,,09,02 Jan 2016,,,,pos paud mandiri,AG8714
20328428,SMP KRISTEN 04 SALATIGA,SMP,Kec. Sidomukti,Kota Salatiga,Prov. Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40069E5A-2DF5-E011-86FB-FF206AFC3783,"Drs. Mugiyohartono, M.Pd.",WAHYU HANDAYANI,0298326834,50721,,50721,70,18 Mar 1954,,,1954-03-18,YAYASAN KEMAKMURAN REJEKI,AA9460
20328452,SMKS KRISTEN BISNIS & MANAJEMEN,SMK,Kec. Sidomukti,Kota Salatiga,Prov. Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FE4D98AC-BD8F-4F38-A9B1-A71E0728C3B4,"Drs. Mugiyohartono, M.Pd.",WAHYU HANDAYANI,0298326834,50721,,50721,70,18 Mar 1954,,,1954-03-18,YAYASAN KEMAKMURAN REJEKI,AA9460
20329344,SD ISLAM NURUL QURAN,SD,Kec. Genuk,Kota Semarang,Prov. Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D0863659-2DF5-E011-92DC-0F6456BFB458,MUHNI,SITI MUAMALATUL HIKMAH,Belum Tersedia,50116,,50116,132,03 Dec 2013,,,,NURUL QURAN,AE1616
20328927,SMA RONGGOLAWE,SMA,Kec. Semarang Barat,Kota Semarang,Prov. Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/549A4ADD-0C74-4D06-A8B6-84CE53F9DA0E,"DRS. H. SUNARDI, M.M","DWIJATNO HAMARDIANTO,S.Pd",7605577,50146,hamardianto905@gamiul.com,50146,51,09 Dec 1976,C-560-HT.011.02,AHU-02425.50.10.2014,2014-06-10,YAYASAN PENDIDIKAN NASIONAL INDONESIA,AG8716
20331847,SMP HASANUDIN 10,SMP,Kec. Genuk,Kota Semarang,Prov. Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F00CF45C-7D37-E211-B096-57193C852498,H Muhammad Taqwa,Ali Imron,(024)6583042,50116,smphasanuddin10@yahoo.com,50116,28,05 Dec 2011,,,,Yayasan Ma'arif Hasanuddin,AE1618
69939144,KB BEE STAR,KB,Kec. Wonosobo,Kab. Wonosobo,Prov. Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8DD6F9BE-8E2B-46D1-9E19-D133399EF618,nur cholis,Nina Utami,0286322201,56311,tkontak@multazamdevelopment.com,56311,113,01 Sep 2016,,,2016-09-01,Multazam Amal Hayati,AJ9178
69990522,TK BEE STAR,TK,Kec. Wonosobo,Kab. Wonosobo,Prov. Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B5ACD21A-3DA5-4417-BAE3-22BFF3D45DE2,nur cholis,Nina Utami,0286322201,56311,tkontak@multazamdevelopment.com,56311,113,01 Sep 2016,,,2016-09-01,Multazam Amal Hayati,AJ9178
K0563449,LKP Kasih Bintang Timur,Kursus,Kec. Semarang Barat,Kota Semarang,Prov. Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/503C6688-B1C5-4FD1-8609-EA7ECE0012DD,Yimmy Iskandar,,024-7615713,50144,,50144,000000,,,,,LKP KASIH BINTANG TIMUR,AG8717
69818958,KB KARTINI,KB,Kec. Sidomukti,Kota Salatiga,Prov. Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/86D59EE6-D3A1-40FB-8F0D-E88361FD2AAF,LILIS SUSAN HERWATI,,Belum Tersedia,50724,lilissusan71@gmail.com,50724,420.1/10/2012,10 Apr 2012,,420.1/10/2012,2012-04-10,PKK RW 6,AA9461
20348703,TK HARAPAN BANGSA,TK,Kec. Wonosobo,Kab. Wonosobo,Prov. Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/93073822-1E86-474D-ADFB-37EB7C205A63,Erna Indarawati,,-,56314,idahastuti16@gmail.com,56314,06,14 Sep 2016,,,2016-09-14,Yayasan Pendidikan Harapan Bangsa,AJ9179
20328780,SMP NUSA BHAKTI,SMP,Kec. Semarang Barat,Kota Semarang,Prov. Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C012BC5A-2DF5-E011-8AB4-896B2B82BAE9,Ny. Sugiharni,Catur Wahyu Imam Saputra,7602835,50148,,50148,20,14 May 1981,,AHU-1082.AH.01.02,2008-03-12,YAYASAN PENDIDIKAN DAN PEMBANGUNAN INDONESIA (YPPI),AI4614
20328934,SMA NUSA BHAKTI,SMA,Kec. Semarang Barat,Kota Semarang,Prov. Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/01E58FDE-18A1-4827-A938-44BE96309C79,Ny. Sugiharni,Catur Wahyu Imam Saputra,7602835,50148,,50148,20,14 May 1981,,AHU-1082.AH.01.02,2008-03-12,YAYASAN PENDIDIKAN DAN PEMBANGUNAN INDONESIA (YPPI),AI4614
20328968,SMK NUSA BHAKTI,SMK,Kec. Semarang Barat,Kota Semarang,Prov. Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A91F918E-5DAE-412F-ACAA-D310B3008298,Ny. Sugiharni,Catur Wahyu Imam Saputra,7602835,50148,,50148,20,14 May 1981,,AHU-1082.AH.01.02,2008-03-12,YAYASAN PENDIDIKAN DAN PEMBANGUNAN INDONESIA (YPPI),AI4614
20345704,TK PUTRA NUSANTARA,TK,Kec. Genuk,Kota Semarang,Prov. Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F2357C02-5E4E-4EAE-9CB0-BCB5A4A60973,gufron,,-,50115,gufronnur001@gmail.com,50115,28,09 Jun 2008,,,,al mustaghfirin,AE1620
69819002,KB MARGI RAHAYU,KB,Kec. Sidomukti,Kota Salatiga,Prov. Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/06D02574-2A60-4643-82D5-D10596997B76,Hardono,,-,50721,mamik123@gmail.com,50721,AHU0019333AH01042016,07 Apr 2016,AHU0019333AH01042016,AHU0019333AH01042016,2016-04-07,SUROPATI TOGATEN,AA9462
20306817,SMKS WIRATAMA 45 1 WONOSOBO,SMK,Kec. Wonosobo,Kab. Wonosobo,Prov. Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EA0ADABC-FE09-44DD-AA62-03FD12ECBC62,"Pramono, S.Sos.","INDARWATI, S.Kom.",(0286)321295,56311,smkwiratamasatu@yahoo.co.id,56311,93/77/TM,14 Feb 1968,,,,YAYASAN PENDIDIKAN WIRATAMA 45 JATENG,AJ9180
69818911,KB AL-HUSNA,KB,Kec. Sidomukti,Kota Salatiga,Prov. Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B41E642A-07BE-4282-926F-6C9CD0A8A411,SUNDARSIH ARTASILA,"NIKEN WIDYASTUTI, S.Psi",-,50724,nikenwidyastuti4@gmail.com,50724,31,07 Jul 1986,AHU-AH.01.06-548,AHU-AH.01.06-548,2016-05-06,YAYASAN MUSLIMAT NAHDLATUL 'ULAMA,AA9463
69818921,TK ISLAM AL-HUSNA,TK,Kec. Sidomukti,Kota Salatiga,Prov. Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/04D3B295-67CA-4150-AFB5-9D5A7ADB18A9,SUNDARSIH ARTASILA,"NIKEN WIDYASTUTI, S.Psi",-,50724,nikenwidyastuti4@gmail.com,50724,31,07 Jul 1986,AHU-AH.01.06-548,AHU-AH.01.06-548,2016-05-06,YAYASAN MUSLIMAT NAHDLATUL 'ULAMA,AA9463
69955123,POS PAUD CAHAYA MUKTI,SPS,Kec. Genuk,Kota Semarang,Prov. Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CBB0B42F-030F-43C1-BBDB-80BFE73001DB,Marsini,,-,50111,ppcahayamukti@gmail.com,50111,,30 Dec 2016,,,2016-12-30,Pos PAUD Cahaya Mukti,AE1621
69847667,TPQ PAUD BAHRUL ULUM,SPS,Kec. Wonosobo,Kab. Wonosobo,Prov. Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F3BC08F2-1A13-4968-AA63-2E05DF10335C,NUR FARID,Ratna Yuniarsih,Belum Tersedia,56312,,56312,,21 Apr 2016,,,2016-04-21,YAYASAN BAHRUL ULUM,AJ9181
69818959,TK PUTRA JAYA,TK,Kec. Sidomukti,Kota Salatiga,Prov. Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D4395B6A-429E-405F-BBCE-610CB268CC88,SUJATMIKO,ENI ISTIYARNI,-,50722,enist_riant@yahoo.com,50722,-150-,21 Dec 2015,5015123033106811,AHU-0034424.AH.01.04.Th 2015,2015-12-30,PENDIDIKAN PUTRA JAYA,AA9464
69819073,KB PUTRA JAYA,KB,Kec. Sidomukti,Kota Salatiga,Prov. Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AB8147B6-03B5-4F15-B4F3-C8776DB5FCE9,SUJATMIKO,ENI ISTIYARNI,-,50722,enist_riant@yahoo.com,50722,-150-,21 Dec 2015,5015123033106811,AHU-0034424.AH.01.04.Th 2015,2015-12-30,PENDIDIKAN PUTRA JAYA,AA9464
